,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score,Image Link
103,30386,2014-15,Askia Booker,PG,,Scorer,74,170.0,Colorado,Pac-12,15.0,16.0,6.19,4.0,"Aug 31, 1993",21.83,290.0,31,28,936.0,22.2,0.51,0.449,0.374,0.351,506.0,1.9,10.7,6.4,26.2,2.9,0.2,0.37419354838709673,11.8,0.096,32.6,47.681,2.5,1.1,3.6,0.152,5.0,1.1,6.1,1.41,108.0,103.7,0.367,-0.43,7.4,19.1,0.387,5.0,12.0,0.421,2.4,7.1,0.329,0.226,0.3500597439544808,5.6,6.7,0.834,4.4,4.2,1.9,0.1,3.0,2.4,22.7,11.3,29.1,7.7,18.2,3.6,10.9,8.5,10.2,6.7,6.4,2.9,0.1,4.6,3.6,34.6,29.1,0.0,0.0,0.0,0.0,5.478075000000001,25.1,50.0,25.0,37.6,36.9,12.9,37.4,60.0,33.5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,0.3828125,0.515625,0.16265060240963855,0.515527950310559,0.046875,0.1258741258741259,0.15384615384615385,24.7,6.564,49.628,1.652661935395794,0.3330388584733014,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Booker_Askia_ncaa_cu.jpg
105,9368,2014-15,Juwan Staten,PG,,Floor General,72,190.0,West Virginia,Big 12,23.0,7.0,9.29,4.0,"May 21, 1992",23.11,61.0,30,30,938.0,18.6,0.507,0.451,0.171,0.503,429.0,1.5,9.8,4.9,31.8,2.0,0.1,0.19047619047619047,12.6,0.094,24.2,40.254,2.4,1.2,3.6,0.154,4.7,1.3,6.0,2.28,112.0,102.0,0.377,3.19,6.1,14.5,0.421,5.2,12.0,0.433,0.9,2.5,0.362,0.202,0.23227767354596626,5.1,7.3,0.702,3.4,5.9,1.4,0.0,2.6,2.1,18.2,8.9,21.1,7.6,17.5,1.3,3.6,7.4,10.6,5.0,8.6,2.0,0.1,3.8,3.1,26.5,21.1,0.0,0.0,0.0,0.0,6.196015,35.0,47.1,16.1,47.9,40.5,15.2,17.1,66.7,24.3215,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,NIKE Global Challenge,3,18:20,7.0,2.0,5.3,.375,0.3,1.0,.333,2.7,3.3,.800,3.3,2.0,0.7,0.0,1.0,2.0,-,0.2421875,0.359375,0.265625,0.6987951807228916,0.15527950310559005,0.328125,0.14685314685314685,0.38461538461538464,32.300000000000004,5.929,49.691,0.7502188214673727,0.3971860816706426,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Staten_Juwan_gsw1516.jpg
106,9577,2010-11,Andrew Goudelock,PG,,Scorer,74,197.6,Charleston,CAA,26.0,11.0,-1.05,4.0,"Dec 7, 1988",22.56,400.0,37,37,1302.0,26.7,0.575,0.549,0.461,0.192,830.0,2.3,9.9,6.3,26.4,1.5,0.5,0.75,13.5,0.104,34.5,51.903,5.3,1.2,6.5,0.199,7.4,-1.4,6.0,1.32,115.1,105.7,0.458,-1.09,9.8,21.5,0.455,5.7,11.6,0.496,4.0,9.9,0.407,0.297,0.43232027649769583,3.4,4.1,0.821,4.4,4.8,1.0,0.2,3.7,2.0,26.9,14.4,31.8,8.5,17.1,6.0,14.6,5.0,6.1,6.5,7.1,1.5,0.3,5.4,3.0,39.8,31.8,7.0,,,0.005376344086021506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18072289156626506,0.468944099378882,,0.1888111888111888,0.24475524475524477,,9.363,,1.6297202479136448,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Goudelock_Andrew_LAL.jpg
107,4274,2010-11,Dogus Balbay,PG,,Floor General,73,180.0,Texas,Big 12,28.0,8.0,7.96,4.0,"Jan 21, 1989",22.44,301.0,36,36,688.0,14.5,0.586,0.583,0.019,0.456,177.0,5.4,9.8,7.6,20.4,2.5,1.5,1.875,23.3,0.163,11.7,20.192,1.1,1.5,2.6,0.149,0.6,5.5,6.0,2.11,114.5,92.8,0.147,2.18,3.5,6.0,0.583,3.5,5.9,0.594,0.0,0.1,0.0,0.0,0.0,1.6,2.7,0.574,5.6,4.7,1.7,0.6,2.2,4.7,8.5,5.1,8.8,5.1,8.7,0.0,0.2,2.3,4.0,8.3,6.9,2.5,0.9,3.3,6.9,12.6,8.8,2.0,,,0.0029069767441860465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,U20 Euro Championship A,45,27:08,10.8,4.5,9.0,.499,0.2,1.4,.148,1.7,3.4,.510,4.8,3.3,2.2,0.4,3.0,2.4,4th,,,,0.5060240963855421,0.7670807453416149,,0.951048951048951,0.25874125874125875,,1.618,,0.3047109482801754,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Balbay_Dogus_euro.jpg
108,54843,2017-18,Aaron Holiday,PG,,Shooter,73,187.0,UCLA,Pac-12,21.0,12.0,6.86,3.0,"Sep 30, 1996",21.75,54.0,33,33,1244.0,21.1,0.609,0.557,0.446,0.417,686.0,1.6,8.7,5.3,29.9,1.9,0.7,1.023076923076923,18.5,0.131,26.7,42.757,3.7,1.2,4.9,0.157,5.3,0.6,5.9,1.54,115.4,108.1,0.436,0.24,6.8,14.8,0.461,4.0,8.2,0.486,2.8,6.6,0.429,0.31,0.4373348571428571,5.1,6.2,0.828,3.9,6.2,1.4,0.3,4.0,2.8,21.6,9.5,20.7,5.6,11.5,4.0,9.2,7.2,8.6,5.4,8.6,1.9,0.4,5.6,3.9,30.2,20.7,4.0,3.03,0.7791705599999998,0.003215434083601286,5.323046399999999,28.7,58.3,10.4,26.7,38.2,6.4,44.6,53.4,28.51,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,NIKE Global Challenge,9,15:20,5.3,2.0,6.1,.327,0.1,0.9,.125,1.2,2.4,.500,2.3,1.2,0.9,0.6,2.6,2.0,Gold,0.3515625,0.8125,0.859375,0.3674698795180723,0.2111801242236025,0.79296875,0.26573426573426573,0.1888111888111888,48.1,8.703,60.336,1.8117822277652154,0.5840756428982199,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Holiday_Aaron_atl22.jpg
109,12049,2012-13,Isaiah Canaan,PG,,Scorer,72,188.4,Murray State,OVC,21.0,10.0,-2.86,4.0,"May 21, 1991",22.11,400.0,31,30,1131.0,25.2,0.576,0.525,0.509,0.371,650.0,2.0,10.0,5.9,27.6,2.5,0.4,0.6896551724137931,14.3,0.111,30.9,46.831,4.5,1.3,5.9,0.207,5.8,0.0,5.8,1.36,116.1,101.6,0.448,-0.82,7.6,17.6,0.431,4.3,8.7,0.494,3.3,9.0,0.37,0.279,0.428509670079636,5.4,6.5,0.822,3.9,4.7,1.7,0.1,3.5,2.1,23.9,11.3,26.3,6.4,12.9,5.0,13.4,8.0,9.8,5.8,7.0,2.5,0.2,5.2,3.1,35.7,26.3,3.0,2.98,0.5267149999999999,0.002652519893899204,4.648524999999999,20.2,55.4,12.5,28.9,45.1,10.8,50.9,42.6,27.3296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140625,0.890625,0.90625,0.19578313253012047,0.36335403726708076,0.578125,0.3706293706293706,0.2517482517482518,46.2,8.068,56.283,0.8617764553881321,0.15024159159332798,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Canaan_Isaiah_21unics.jpg
110,107258,2018-19,Ky Bowman,PG,,Shooter,74,181.2,Boston College,ACC,14.0,17.0,7.76,3.0,"Jun 16, 1997",22.04,324.0,31,30,1220.0,19.6,0.527,0.486,0.435,0.32,575.0,2.3,18.1,10.3,22.8,2.1,1.6,1.816216216216216,13.9,0.11,26.9,39.18,2.3,1.6,3.9,0.128,4.2,1.5,5.7,1.39,105.6,102.7,0.418,-0.56,6.4,15.9,0.404,3.8,9.0,0.427,2.6,6.9,0.374,0.268,0.40220024721878866,3.9,5.1,0.761,7.6,4.1,1.4,0.6,3.0,2.7,19.3,9.4,23.2,5.6,13.1,3.8,10.1,5.7,7.4,11.2,6.0,2.1,0.9,4.3,3.9,28.2,23.2,8.0,5.93,1.3402630199999999,0.006557377049180328,5.2435248,27.8,55.6,18.7,28.7,30.2,26.2,43.5,41.8,30.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25390625,0.296875,0.49609375,0.11746987951807229,0.9813664596273292,0.7265625,0.6713286713286714,0.1258741258741259,45.9,5.488,55.533,1.3885927981435848,0.48574256249999875,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bowman_Ky_lac20.jpg
111,2203,2011-12,Maalik Wayns,PG,,Scorer,73,205.0,Villanova,Big East,13.0,16.0,7.64,3.0,"May 2, 1991",21.16,23.0,29,27,975.0,21.1,0.547,0.472,0.386,0.404,503.0,1.7,12.0,6.6,32.5,1.7,0.1,0.18888888888888888,15.7,0.12,27.9,44.214,3.1,0.6,3.7,0.152,4.7,1.0,5.7,1.53,112.7,107.6,0.423,0.27,6.6,16.0,0.414,4.8,9.8,0.488,1.8,6.2,0.298,0.206,0.3363391812865497,5.8,6.5,0.892,4.5,5.5,1.1,0.0,3.6,3.2,20.9,9.8,23.7,7.1,14.6,2.7,9.2,8.6,9.6,6.7,8.1,1.7,0.1,5.3,4.7,31.0,23.7,1.0,0.85,0.22542,0.0010256410256410256,6.285240000000001,30.0,61.1,11.6,31.6,39.5,10.6,38.5,65.1,31.893099999999997,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,U18 Americas Championship,5,15:48,6.0,2.4,5.8,.414,0.4,1.6,.250,0.8,1.0,.800,2.6,2.6,1.0,0.4,2.4,0.8,Silver,0.52734375,0.4765625,0.66796875,0.28313253012048195,0.5962732919254659,0.3359375,0.01048951048951049,0.21678321678321677,38.9,6.874,63.663,1.6146148336497377,0.5122997064961984,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wayns_Maalik_dal17.jpg
113,4806,2011-12,Dee Bost,PG,,Floor General,74,180.0,Mississippi State,SEC,21.0,12.0,4.86,4.0,"Oct 12, 1989",22.72,84.0,33,33,1197.0,20.8,0.536,0.484,0.534,0.409,552.0,1.8,9.5,5.6,30.6,3.4,0.6,1.02,17.1,0.122,25.7,41.902,3.1,1.3,4.4,0.148,4.2,1.4,5.6,1.83,109.2,102.6,0.4,1.92,5.3,13.6,0.392,2.8,6.3,0.444,2.5,7.3,0.346,0.265,0.41991818181818186,4.2,5.5,0.765,3.7,6.1,2.2,0.2,3.3,2.4,17.4,8.1,20.7,4.3,9.7,3.8,11.1,6.5,8.5,5.6,9.3,3.4,0.4,5.1,3.7,26.6,20.7,12.0,14.45,2.6589156,0.010025062656641603,3.8089655999999996,20.4,61.4,9.8,26.1,31.1,18.2,53.4,65.3,41.6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,0.2890625,0.3671875,0.5301204819277109,0.2732919254658385,0.875,0.45454545454545453,0.08391608391608392,39.800000000000004,7.534,61.74,1.533946302688301,0.5237530275685645,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bost_Dee_por_1314.jpg
112,6724,2011-12,Jorge Gutierrez,PG,,Floor General,75,195.0,California,Pac-12,23.0,10.0,4.53,4.0,"Dec 27, 1988",23.51,210.0,33,33,1062.0,18.7,0.521,0.479,0.215,0.342,445.0,4.0,16.9,10.5,25.2,2.2,0.4,0.676923076923077,15.9,0.119,24.2,36.949,2.1,2.1,4.2,0.159,2.4,3.2,5.6,1.74,106.1,93.7,0.338,1.22,5.9,13.3,0.444,5.0,10.5,0.475,0.9,2.9,0.329,0.195,0.26005514705882354,3.4,4.6,0.744,6.6,5.1,1.5,0.2,2.9,3.0,16.2,8.9,20.1,7.5,15.8,1.4,4.3,5.1,6.9,9.9,7.7,2.2,0.2,4.4,4.5,24.4,20.1,2.0,2.02,0.3144736,0.0018832391713747645,3.129168000000001,28.0,63.6,44.4,50.6,38.5,55.1,21.5,96.0,60.952600000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.578125,0.2578125,0.0390625,0.35542168674698793,0.9875776397515528,0.0859375,0.6783216783216783,0.1048951048951049,38.6,5.088,52.933,1.023274293687427,0.4524732706524026,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Gutierrez_Jorge_bkn1617.jpg
114,2258,2010-11,Brandon Knight,PG,,Shooter,75,176.8,Kentucky,SEC,29.0,9.0,8.91,1.0,"Dec 2, 1991",19.58,5.0,38,38,1363.0,19.3,0.553,0.508,0.45,0.333,652.0,2.2,10.2,6.3,23.4,1.1,0.6,0.7764705882352941,16.8,0.128,27.0,41.562,3.6,1.8,5.3,0.157,4.5,0.9,5.5,1.32,109.9,101.5,0.375,-1.03,6.4,15.1,0.423,3.8,8.3,0.461,2.6,6.8,0.377,0.273,0.4102781136638452,4.0,5.0,0.795,4.5,4.7,0.7,0.2,3.5,2.4,19.3,9.6,22.8,5.8,12.5,3.9,10.2,6.0,7.6,6.8,7.1,1.1,0.4,5.3,3.7,29.1,22.8,5.0,,,0.003668378576669112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1566265060240964,0.468944099378882,,0.44755244755244755,0.36363636363636365,,6.704,,3.0620648530764116,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Knight_Brandon_cle19.jpg
117,3925,2013-14,Justin Cobbs,PG,,Floor General,74,190.0,California,Pac-12,21.0,14.0,7.44,4.0,"Mar 16, 1991",23.29,216.0,35,34,1206.0,20.2,0.568,0.506,0.242,0.441,575.0,1.7,7.8,4.9,34.0,1.4,0.2,0.35,15.0,0.104,24.5,40.528,3.3,1.1,4.4,0.145,4.7,0.7,5.4,2.4,115.6,109.0,0.422,4.27,6.1,13.2,0.466,5.1,10.0,0.508,1.1,3.2,0.333,0.204,0.2802991304347826,4.7,5.8,0.817,3.4,6.8,1.0,0.1,2.8,2.1,18.1,9.2,19.8,7.6,15.0,1.6,4.8,7.1,8.7,5.1,10.2,1.4,0.1,4.2,3.2,27.2,19.8,4.0,3.33,0.87794118,0.003316749585406302,5.2201908,30.2,59.2,12.7,45.6,45.3,29.3,24.2,71.9,34.596000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4296875,0.6015625,0.28125,0.8433734939759037,0.15527950310559005,0.625,0.027972027972027972,0.13286713286713286,38.7,7.063,60.374,1.3584812292035588,0.4931926328887749,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cobbs_Justin_cha14.jpg
118,117373,2019-20,Nico Mannion,PG,,Floor General,75,190.0,Arizona,Pac-12,21.0,11.0,8.4,1.0,"Mar 14, 2001",19.3,9.0,32,32,1032.0,17.2,0.52,0.465,0.441,0.362,472.0,0.9,7.9,4.4,31.5,2.1,0.0,0.0,16.0,0.114,24.5,39.556,2.2,1.7,3.9,0.152,3.6,1.8,5.4,2.06,107.1,97.6,0.368,2.93,5.6,14.2,0.392,3.5,7.9,0.444,2.1,6.3,0.327,0.236,0.3755390625,4.1,5.2,0.797,3.1,6.6,1.5,0.0,3.2,2.1,17.3,7.9,20.2,5.0,11.3,2.9,8.9,5.8,7.3,4.4,9.3,2.1,0.0,4.5,3.0,24.7,20.2,3.0,4.07,0.6340042500000002,0.0029069767441860465,3.146655,20.1,54.1,22.5,35.9,39.4,11.5,44.0,58.5,34.391,2018-19,West Coast Elite,UAA 17U,8.0,8.0,27.5,14.12,4.5,10.12,0.444,2.0,5.25,0.381,3.12,3.62,0.862,0.62,3.5,4.12,6.0,1.5,0.12,2.12,2.75,2018.0,U18 Euro Championship A,7,27:47,19.9,6.9,16.4,.417,2.0,5.7,.350,4.1,5.3,.784,5.7,4.0,3.0,0.0,2.3,2.9,10th,0.109375,0.5234375,0.3515625,0.7108433734939759,0.07763975155279502,0.1171875,0.3076923076923077,0.2867132867132867,31.1,6.53,50.625,3.048073041687899,0.4857525379024879,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Mannion_Nico_gsw20.jpg
116,42414,2015-16,Isaiah Cousins,PG,,Shooter,76,194.0,Oklahoma,Big 12,29.0,8.0,11.14,4.0,"Mar 13, 1994",22.3,260.0,37,37,1232.0,15.9,0.506,0.484,0.38,0.233,507.0,2.1,11.9,7.3,25.1,2.3,0.8,1.1870967741935483,16.0,0.116,21.8,34.471,1.9,1.9,3.8,0.123,2.7,2.8,5.4,1.91,106.3,101.3,0.331,1.91,5.5,13.5,0.406,3.4,8.4,0.403,2.1,5.1,0.411,0.283,0.3948925410872314,2.1,3.1,0.67,5.4,5.5,1.7,0.3,2.9,2.0,15.2,7.7,19.0,4.8,11.8,3.0,7.2,3.0,4.4,7.5,7.7,2.3,0.5,4.0,2.9,21.4,19.0,8.0,10.34,1.56551736,0.006493506493506494,2.8766760000000007,18.6,57.3,18.6,44.4,33.0,6.8,37.0,61.3,29.159800000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15234375,0.34375,0.3046875,0.4759036144578313,0.7204968944099379,0.453125,0.6398601398601399,0.35664335664335667,43.1,5.259,54.152,1.934513696594781,0.5201654630628233,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cousins_Isaiah_sac1617.jpg
115,80722,2017-18,Thomas Wilder,PG,,Scorer,75,190.0,Western Michigan,MAC,17.0,15.0,-1.99,4.0,"May 14, 1995",23.13,400.0,32,32,1050.0,25.1,0.557,0.484,0.327,0.467,601.0,2.4,13.6,7.8,27.6,3.4,1.2,1.7739130434782608,12.7,0.097,29.4,44.243,3.4,1.4,4.7,0.18,4.1,1.3,5.4,1.75,115.4,104.2,0.389,1.25,7.3,16.9,0.431,5.5,11.4,0.483,1.8,5.5,0.324,0.215,0.3254930875576037,6.6,7.9,0.841,5.4,5.3,2.4,0.4,3.0,2.7,23.0,10.5,24.3,7.9,16.4,2.6,8.0,9.6,11.4,7.7,7.6,3.4,0.5,4.3,4.0,33.1,24.3,8.0,5.05,1.53783105,0.007619047619047619,7.3998603,35.7,60.1,14.7,31.6,35.0,12.2,32.7,63.8,29.965700000000002,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,adidas Nations Counselors,5,18:36,14.6,5.2,9.4,.553,1.4,3.0,.467,2.8,3.6,.778,2.0,1.0,1.4,0.2,1.0,1.4,-,0.6953125,0.265625,0.53125,0.3825301204819277,0.8043478260869565,0.9296875,0.5594405594405595,0.11188811188811189,53.5,6.89,63.165,1.227289812460296,0.15672568029265058,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wilder_Thomas_wmu.jpg
119,42075,2016-17,Melo Trimble,PG,,Scorer,74,195.2,Maryland,Big Ten,24.0,9.0,8.29,3.0,"Feb 2, 1995",22.41,32.0,33,33,1059.0,19.2,0.56,0.506,0.443,0.424,534.0,1.0,11.4,6.4,25.2,2.0,0.5,0.8,16.8,0.13,28.5,42.175,2.3,1.5,3.8,0.144,4.1,1.2,5.3,1.21,107.8,102.2,0.364,-1.87,6.8,15.6,0.436,4.6,8.7,0.53,2.2,6.9,0.317,0.229,0.3695552631578947,5.2,6.6,0.789,4.5,4.6,1.4,0.2,3.8,2.2,21.0,10.0,22.9,6.8,12.8,3.2,10.1,7.7,9.7,6.6,6.7,2.0,0.3,5.5,3.3,30.8,22.9,0.0,0.0,0.0,0.0,5.8400495999999995,30.8,68.5,17.2,24.9,34.0,11.4,44.3,74.1,40.9625,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Pan American Games,15,16:53,6.1,2.3,6.1,.374,0.6,2.3,.257,1.0,1.7,.577,1.7,1.7,0.6,0.0,1.9,1.2,Bronze,0.8359375,0.1953125,0.3203125,0.0963855421686747,0.515527950310559,0.359375,0.3916083916083916,0.2097902097902098,36.6,6.269,68.132,1.4978673017533104,0.49252740230924497,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Trimble_Melo_min17.jpg
121,151480,2021-22,JD Davison,PG,,Athletic,74,191.8,Alabama,SEC,19.0,14.0,11.59,1.0,"Oct 3, 2002",19.74,13.0,33,5,852.0,16.0,0.558,0.521,0.388,0.379,333.0,4.5,15.2,9.8,29.4,2.1,1.4,1.68,27.3,0.187,18.8,32.603,1.2,0.8,2.1,0.097,3.3,1.9,5.2,1.51,104.5,105.4,0.266,0.04,4.6,10.0,0.463,3.5,6.2,0.565,1.2,3.9,0.301,0.207,0.33900725689404937,2.8,3.8,0.728,7.4,6.7,1.5,0.6,4.5,1.9,13.2,6.3,13.7,4.7,8.4,1.6,5.3,3.8,5.2,10.1,9.2,2.1,0.8,6.1,2.6,18.1,13.7,9.0,9.23,3.5551929399999995,0.01056338028169014,5.276938599999999,45.8,64.3,15.9,15.4,33.3,0.0,38.8,68.0,33.6662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,0.0859375,0.2734375,0.39759036144578314,0.9658385093167702,0.8203125,0.48951048951048953,0.3006993006993007,53.6,5.056,64.108,2.0175325338425285,0.569845991497861,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Davison_JD_bos22.jpg
120,3977,2013-14,Tim Frazier,PG,,Floor General,72,172.0,Penn State,Big Ten,16.0,18.0,7.06,4.0,"Nov 1, 1990",23.66,170.0,34,34,1196.0,20.1,0.536,0.463,0.227,0.528,553.0,3.0,11.6,7.3,33.1,2.7,0.6,0.9818181818181817,16.3,0.117,24.7,39.226,2.7,1.4,4.1,0.136,3.5,1.7,5.2,1.98,110.8,105.8,0.421,2.48,5.5,12.7,0.43,4.6,9.8,0.471,0.8,2.9,0.291,0.175,0.25504633204633204,5.3,6.7,0.785,5.1,6.1,1.8,0.2,3.1,2.9,17.0,8.2,19.1,7.0,14.8,1.3,4.3,7.9,10.1,7.6,9.2,2.7,0.3,4.6,4.4,25.6,19.1,3.0,2.48,0.60678904,0.002508361204013378,4.6732543,31.9,60.3,23.3,45.4,37.8,10.8,22.7,48.0,23.231899999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5625,0.1640625,0.6484375,0.6204819277108434,0.7204968944099379,0.6640625,0.27972027972027974,0.06993006993006994,46.6,5.85,57.718,0.6079633105522263,0.4490549351465939,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Frazier_Tim_det19.jpg
122,7117,2013-14,Joe Jackson,PG,,Athletic,72,170.0,Memphis,AAC,24.0,10.0,7.14,4.0,"Feb 8, 1992",22.39,20.0,34,33,1129.0,18.4,0.545,0.476,0.241,0.546,499.0,3.6,8.3,6.0,24.2,2.6,0.2,0.3714285714285714,14.3,0.107,21.9,34.435,2.7,1.6,4.4,0.154,3.1,2.1,5.2,2.11,115.6,103.0,0.322,2.5,5.5,12.3,0.443,4.6,9.4,0.496,0.8,3.0,0.274,0.166,0.25644271844660194,5.2,6.7,0.774,4.3,5.5,1.8,0.1,2.6,2.4,16.9,7.7,17.5,6.6,13.3,1.2,4.2,7.4,9.5,6.1,7.7,2.6,0.1,3.7,3.4,24.0,17.5,9.0,5.89,1.9436999999999998,0.007971656333038087,5.775,44.0,57.5,25.0,31.9,38.7,30.2,24.1,87.0,41.60080000000001,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,U19 World Cup,9,23:40,11.6,4.3,9.7,.448,0.6,1.8,.313,2.3,3.0,.778,3.0,4.1,0.9,0.0,3.3,2.3,5th,0.703125,0.2265625,0.0234375,0.5783132530120482,0.3944099378881988,0.5625,0.16783216783216784,0.13986013986013987,35.0,4.587,56.373,0.6399892788975564,0.3976744953531765,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Jackson_Joe_pho14.jpg
123,26729,2013-14,Semaj Christon,PG,,Athletic,75,186.0,Xavier,Big East,21.0,13.0,8.14,2.0,"Nov 1, 1992",21.66,31.0,34,34,1200.0,19.1,0.544,0.501,0.117,0.56,565.0,1.5,7.4,4.6,25.3,2.3,0.8,1.1870967741935483,14.3,0.111,26.9,40.461,2.6,1.3,4.0,0.133,3.7,1.5,5.2,1.6,109.9,106.4,0.395,0.48,6.7,14.0,0.479,6.1,12.4,0.491,0.6,1.6,0.388,0.187,0.1797861386138614,5.2,7.8,0.668,3.0,4.7,1.5,0.3,3.0,2.4,19.3,10.2,21.3,9.2,18.8,1.0,2.5,8.0,11.9,4.6,7.2,2.3,0.4,4.5,3.7,29.3,21.3,11.0,4.85,1.09998,0.009166666666666667,4.83084,54.0,57.7,58.0,34.3,35.4,23.5,11.7,57.9,46.154799999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.828125,0.0625,0.3359375,0.25903614457831325,0.11180124223602485,0.75,0.3146853146853147,0.16433566433566432,35.3,5.629,50.699,1.8490948575310489,0.4936691038449417,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Christon_Semaj_okc17.jpg
